servicio,fecha,usuario,calificacion
470,54:37.0,54,3
3474,54:37.0,54,4
2899,54:37.0,54,5
2491,54:37.0,54,4
4227,54:37.0,54,4
842,54:37.0,54,1
642,54:37.0,54,2
843,54:37.0,54,4
3767,54:37.0,54,4
5529,54:37.0,54,3
118,54:37.0,55,4
716,54:37.0,55,1
4463,54:37.0,55,1
4269,54:37.0,55,2
2370,54:37.0,55,5
2346,54:37.0,55,3
5763,54:37.0,55,2
3664,54:37.0,55,2
3208,54:37.0,55,4
2395,54:37.0,55,4
2152,54:37.0,55,3
2814,54:37.0,55,2
2150,54:37.0,55,1
3057,54:37.0,55,5
2967,54:37.0,55,3
2331,54:37.0,55,2
2146,54:37.0,55,5
1429,54:37.0,55,1
5035,54:37.0,55,5
2316,54:37.0,55,3
5103,54:37.0,56,5
3413,54:37.0,56,4
987,54:37.0,56,3
5115,54:37.0,56,4
4083,54:37.0,56,5
5571,54:37.0,56,5
1826,54:37.0,56,4
5595,54:37.0,56,2
2505,54:37.0,56,5
270,54:37.0,56,5
5771,54:37.0,56,2
2848,54:37.0,56,5
1757,54:37.0,56,3
1114,54:37.0,56,4
2817,54:37.0,56,4
1404,54:37.0,56,1
712,54:37.0,56,1
5063,54:37.0,56,5
148,54:37.0,56,3
4373,54:37.0,56,4
5422,54:37.0,57,3
88,54:37.0,57,2
5790,54:37.0,57,4
2468,54:37.0,57,1
3018,54:37.0,57,4
5115,54:37.0,57,4
4530,54:37.0,57,2
1549,54:37.0,57,2
967,54:37.0,57,3
1363,54:37.0,57,3
981,54:37.0,57,4
5801,54:37.0,57,2
2715,54:37.0,57,1
372,54:37.0,57,1
938,54:37.0,57,1
1049,54:37.0,57,3
4059,54:37.0,57,4
5398,54:37.0,57,2
4999,54:37.0,57,5
3040,54:37.0,57,3
4599,54:37.0,58,1
5554,54:37.0,58,4
640,54:37.0,58,4
18,54:37.0,58,5
3650,54:37.0,58,4
5340,54:37.0,58,5
439,54:37.0,58,5
1391,54:37.0,58,4
2514,54:37.0,58,1
2973,54:37.0,58,5
2907,54:37.0,58,5
611,54:37.0,58,1
4481,54:37.0,58,2
3266,54:37.0,58,4
1436,54:37.0,58,1
2050,54:37.0,58,5
4078,54:37.0,58,2
1497,54:37.0,58,1
5,54:37.0,58,5
3813,54:37.0,58,3
2589,54:37.0,59,2
2009,54:37.0,59,4
120,54:37.0,59,4
1420,54:37.0,59,1
1905,54:37.0,59,3
2701,54:37.0,59,2
222,54:37.0,59,4
3574,54:37.0,59,5
3832,54:37.0,59,4
1914,54:37.0,59,5
3211,54:37.0,59,5
2958,54:37.0,59,5
4303,54:37.0,59,1
702,54:37.0,59,4
2040,54:37.0,59,2
3788,54:37.0,59,1
3334,54:37.0,59,4
630,54:37.0,59,4
3671,54:37.0,59,5
1814,54:37.0,59,5
5179,54:37.0,60,5
1255,54:37.0,60,3
3648,54:37.0,60,1
4671,54:37.0,60,2
5564,54:37.0,60,5
1098,54:37.0,60,4
3519,54:37.0,60,1
1794,54:37.0,60,2
4361,54:37.0,60,2
1233,54:37.0,60,4
4416,54:37.0,60,5
5734,54:37.0,60,3
3940,54:37.0,60,5
5472,54:37.0,60,1
3313,54:37.0,60,5
4503,54:37.0,60,3
2389,54:37.0,60,1
4003,54:37.0,60,1
5059,54:37.0,60,4
2235,54:37.0,60,1
4801,54:37.0,61,1
3792,54:37.0,61,5
4730,54:37.0,61,4
1493,54:37.0,61,4
1951,54:37.0,61,1
2089,54:37.0,61,1
2913,54:37.0,61,1
4786,54:37.0,61,2
1308,54:37.0,61,1
519,54:37.0,61,2
1001,54:37.0,61,5
4806,54:37.0,61,3
417,54:37.0,61,3
2634,54:37.0,61,5
2521,54:37.0,61,5
648,54:37.0,61,1
2518,54:37.0,61,3
150,54:37.0,61,4
62,54:37.0,61,5
1006,54:37.0,61,3
4745,54:37.0,62,2
2580,54:37.0,62,1
3008,54:37.0,62,3
1087,54:37.0,62,2
2138,54:37.0,62,2
3830,54:37.0,62,2
3249,54:37.0,62,2
5445,54:37.0,62,3
5675,54:37.0,62,2
1241,54:37.0,62,4
3981,54:37.0,62,3
1708,54:37.0,62,2
546,54:37.0,62,4
3355,54:37.0,62,5
962,54:37.0,62,3
3558,54:37.0,62,3
5643,54:37.0,62,1
2396,54:37.0,62,2
1237,54:37.0,62,2
1724,54:37.0,62,1
2736,54:37.0,63,4
329,54:37.0,63,4
1958,54:37.0,63,3
4199,54:37.0,63,4
1928,54:37.0,63,3
3457,54:37.0,63,3
1904,54:37.0,63,1
1636,54:37.0,63,1
1661,54:37.0,63,1
5310,54:37.0,63,4
2207,54:37.0,63,2
3237,54:37.0,63,5
545,54:37.0,63,3
1928,54:37.0,63,4
5551,54:37.0,63,4
1074,54:37.0,63,3
5028,54:37.0,63,3
1444,54:37.0,63,4
321,54:37.0,63,4
5011,54:37.0,63,3
659,54:37.0,64,2
4141,54:37.0,64,5
3461,54:37.0,64,2
4308,54:37.0,64,3
483,54:37.0,64,3
5569,54:37.0,64,4
1058,54:37.0,64,5
5150,54:37.0,64,2
1526,54:37.0,64,5
5638,54:37.0,64,1
4945,54:37.0,64,4
56,54:37.0,64,1
1323,54:37.0,64,5
3204,54:37.0,64,1
4594,54:37.0,64,3
787,54:37.0,64,1
5530,54:37.0,64,1
4719,54:37.0,64,1
1709,54:37.0,64,4
1735,54:37.0,64,5
2826,54:37.0,65,2
5822,54:37.0,65,1
2657,54:37.0,65,1
5595,54:37.0,65,4
3694,54:37.0,65,5
3015,54:37.0,65,3
4331,54:37.0,65,2
3687,54:37.0,65,4
476,54:37.0,65,4
414,54:37.0,65,3
3557,54:37.0,65,1
3907,54:37.0,65,3
1290,54:37.0,65,1
2255,54:37.0,65,4
1997,54:37.0,65,4
4560,54:37.0,65,5
1846,54:37.0,65,5
3107,54:37.0,65,3
4255,54:37.1,65,5
3922,54:37.1,65,5
459,54:37.1,66,1
1338,54:37.1,66,5
4218,54:37.1,66,1
1379,54:37.1,66,3
5605,54:37.1,66,2
5117,54:37.1,66,4
2447,54:37.1,66,3
1505,54:37.1,66,2
3688,54:37.1,66,4
3560,54:37.1,66,5
4643,54:37.1,66,1
2327,54:37.1,66,2
2922,54:37.1,66,3
2022,54:37.1,66,4
1476,54:37.1,66,1
1716,54:37.1,66,3
3197,54:37.1,66,5
3668,54:37.1,66,2
5162,54:37.1,66,5
796,54:37.1,66,4
5289,54:37.1,67,4
4155,54:37.1,67,5
3998,54:37.1,67,5
2451,54:37.1,67,1
4724,54:37.1,67,5
4941,54:37.1,67,1
412,54:37.1,67,1
4997,54:37.1,67,5
1914,54:37.1,67,5
590,54:37.1,67,2
5353,54:37.1,67,3
3810,54:37.1,67,3
5227,54:37.1,67,3
114,54:37.1,67,1
4789,54:37.1,67,3
4036,54:37.1,67,2
4867,54:37.1,67,5
735,54:37.1,67,3
2021,54:37.1,67,1
850,54:37.1,67,5
2691,54:37.1,68,1
1969,54:37.1,68,3
503,54:37.1,68,2
3365,54:37.1,68,4
5723,54:37.1,68,1
3870,54:37.1,68,5
874,54:37.1,68,5
3177,54:37.1,68,1
1511,54:37.1,68,4
2112,54:37.1,68,2
108,54:37.1,68,2
1367,54:37.1,68,1
4366,54:37.1,68,2
485,54:37.1,68,2
2344,54:37.1,68,3
4959,54:37.1,68,4
1458,54:37.1,68,4
970,54:37.1,68,1
3244,54:37.1,68,1
3525,54:37.1,68,2
2181,54:37.1,69,1
4152,54:37.1,69,3
1664,54:37.1,69,5
646,54:37.1,69,5
3204,54:37.1,69,3
5312,54:37.1,69,5
1511,54:37.1,69,1
2201,54:37.1,69,1
423,54:37.1,69,4
293,54:37.1,69,2
5783,54:37.1,69,5
3348,54:37.1,69,3
5423,54:37.1,69,5
5745,54:37.1,69,3
1046,54:37.1,69,4
4050,54:37.1,69,2
1482,54:37.1,69,3
568,54:37.1,69,2
575,54:37.1,69,1
1516,54:37.1,69,5
5433,54:37.1,70,4
2185,54:37.1,70,2
3704,54:37.1,70,2
5629,54:37.1,70,1
2321,54:37.1,70,3
2180,54:37.1,70,2
3705,54:37.1,70,4
2913,54:37.1,70,4
1240,54:37.1,70,3
4592,54:37.1,70,5
1253,54:37.1,70,3
1980,54:37.1,70,4
2272,54:37.1,70,3
3925,54:37.1,70,1
3191,54:37.1,70,1
5041,54:37.1,70,2
244,54:37.1,70,4
701,54:37.1,70,3
980,54:37.1,70,1
3174,54:37.1,70,2
1333,54:37.1,71,1
2296,54:37.1,71,4
1644,54:37.1,71,3
5487,54:37.1,71,4
2404,54:37.1,71,5
1292,54:37.1,71,5
974,54:37.1,71,1
5355,54:37.1,71,1
4440,54:37.1,71,5
3971,54:37.1,71,4
2388,54:37.1,71,3
3004,54:37.1,71,2
3847,54:37.1,71,5
1455,54:37.1,71,2
3222,54:37.1,71,2
4394,54:37.1,71,3
5809,54:37.1,71,2
4254,54:37.1,71,2
1364,54:37.1,71,3
5762,54:37.1,71,5
2693,54:37.1,72,4
3997,54:37.1,72,1
3653,54:37.1,72,2
383,54:37.1,72,5
4697,54:37.1,72,2
5771,54:37.1,72,4
2495,54:37.1,72,4
5147,54:37.1,72,4
213,54:37.1,72,2
215,54:37.1,72,4
3674,54:37.1,72,2
2032,54:37.1,72,1
5119,54:37.1,72,1
3159,54:37.1,72,4
4740,54:37.1,72,2
4242,54:37.1,72,5
87,54:37.1,72,4
2274,54:37.1,72,2
2780,54:37.1,72,4
3288,54:37.1,72,3
2375,54:37.1,73,2
3486,54:37.1,73,3
941,54:37.1,73,4
2864,54:37.1,73,2
5784,54:37.1,73,1
309,54:37.1,73,3
4054,54:37.1,73,2
857,54:37.1,73,4
509,54:37.1,73,2
1893,54:37.1,73,1
2045,54:37.1,73,4
1550,54:37.1,73,3
5275,54:37.1,73,5
3020,54:37.1,73,4
1927,54:37.1,73,1
5722,54:37.1,73,4
2968,54:37.1,73,3
4917,54:37.1,73,5
2893,54:37.1,73,5
2273,54:37.1,73,2
1202,54:37.1,74,1
2881,54:37.1,74,2
4239,54:37.1,74,5
4806,54:37.1,74,1
753,54:37.1,74,4
2512,54:37.1,74,1
1707,54:37.1,74,5
808,54:37.1,74,3
1215,54:37.1,74,5
3601,54:37.1,74,5
191,54:37.1,74,3
5105,54:37.1,74,5
204,54:37.1,74,2
1298,54:37.1,74,4
59,54:37.1,74,3
191,54:37.1,74,5
2801,54:37.1,74,2
2314,54:37.1,74,2
2892,54:37.1,74,4
3690,54:37.1,74,2
4577,54:37.1,75,4
1714,54:37.1,75,1
3402,54:37.1,75,3
5557,54:37.1,75,5
341,54:37.1,75,1
1543,54:37.1,75,1
3774,54:37.1,75,3
4834,54:37.1,75,3
3196,54:37.1,75,5
3967,54:37.1,75,2
3310,54:37.1,75,4
5161,54:37.1,75,5
2926,54:37.1,75,5
2886,54:37.1,75,4
204,54:37.1,75,2
368,54:37.1,75,1
1803,54:37.1,75,2
2448,54:37.1,75,5
74,54:37.1,75,5
3892,54:37.1,75,3
2012,54:37.1,76,4
1494,54:37.1,76,4
5003,54:37.1,76,1
2114,54:37.1,76,1
5123,54:37.1,76,5
5226,54:37.1,76,5
5584,54:37.1,76,5
1239,54:37.1,76,5
3195,54:37.1,76,1
3064,54:37.1,76,4
5156,54:37.1,76,5
2730,54:37.1,76,4
4996,54:37.1,76,4
293,54:37.1,76,5
4921,54:37.1,76,2
5168,54:37.1,76,1
4966,54:37.1,76,5
29,54:37.1,76,2
3253,54:37.1,76,5
5347,54:37.1,76,5
617,54:37.1,77,1
4014,54:37.1,77,3
5682,54:37.1,77,1
4955,54:37.1,77,1
2784,54:37.1,77,5
4517,54:37.1,77,3
4254,54:37.1,77,1
4305,54:37.1,77,5
4363,54:37.1,77,3
2196,54:37.1,77,2
5483,54:37.1,77,5
177,54:37.1,77,3
5524,54:37.1,77,5
3661,54:37.1,77,3
2775,54:37.1,77,3
4851,54:37.1,77,5
1433,54:37.1,77,3
3774,54:37.1,77,2
4858,54:37.1,77,4
5648,54:37.1,77,3
1576,54:37.1,78,5
4895,54:37.1,78,2
4694,54:37.1,78,1
528,54:37.1,78,1
426,54:37.1,78,1
848,54:37.1,78,1
1918,54:37.1,78,5
5332,54:37.1,78,1
1859,54:37.1,78,1
2822,54:37.1,78,1
2211,54:37.1,78,4
1636,54:37.1,78,5
2396,54:37.1,78,4
4525,54:37.1,78,5
4336,54:37.1,78,3
3670,54:37.1,78,2
562,54:37.1,78,5
761,54:37.1,78,5
1484,54:37.1,78,3
4297,54:37.1,78,3
1816,54:37.1,79,2
2761,54:37.1,79,5
5729,54:37.1,79,3
5466,54:37.1,79,5
4853,54:37.1,79,4
3600,54:37.1,79,4
1878,54:37.1,79,5
4877,54:37.1,79,3
2577,54:37.1,79,2
5818,54:37.1,79,5
2457,54:37.1,79,2
3287,54:37.1,79,5
5398,54:37.1,79,3
5281,54:37.1,79,2
5824,54:37.2,79,3
2295,54:37.2,79,5
5599,54:37.2,79,5
357,54:37.2,79,2
2310,54:37.2,79,2
3328,54:37.2,79,1
5559,54:37.2,80,1
3022,54:37.2,80,3
5176,54:37.2,80,4
2940,54:37.2,80,4
2842,54:37.2,80,4
3219,54:37.2,80,5
2772,54:37.2,80,1
2590,54:37.2,80,5
1609,54:37.2,80,2
1021,54:37.2,80,5
2358,54:37.2,80,3
1884,54:37.2,80,2
2521,54:37.2,80,3
3684,54:37.2,80,2
4669,54:37.2,80,4
1732,54:37.2,80,4
5375,54:37.2,80,4
1005,54:37.2,80,5
4694,54:37.2,80,2
2000,54:37.2,80,4
5640,54:37.2,81,1
4100,54:37.2,81,2
939,54:37.2,81,1
4951,54:37.2,81,4
358,54:37.2,81,4
2434,54:37.2,81,5
3710,54:37.2,81,5
2910,54:37.2,81,4
2678,54:37.2,81,1
471,54:37.2,81,2
5092,54:37.2,81,4
925,54:37.2,81,2
293,54:37.2,81,1
4678,54:37.2,81,1
5490,54:37.2,81,1
4039,54:37.2,81,4
1746,54:37.2,81,4
2485,54:37.2,81,2
2238,54:37.2,81,2
2052,54:37.2,81,2
3625,54:37.2,82,1
3859,54:37.2,82,4
1635,54:37.2,82,1
2979,54:37.2,82,3
4788,54:37.2,82,4
4098,54:37.2,82,4
2413,54:37.2,82,5
4291,54:37.2,82,1
3602,54:37.2,82,4
2768,54:37.2,82,1
3274,54:37.2,82,1
5435,54:37.2,82,1
908,54:37.2,82,3
1582,54:37.2,82,3
3832,54:37.2,82,1
3136,54:37.2,82,4
1537,54:37.2,82,2
571,54:37.2,82,4
3909,54:37.2,82,1
3427,54:37.2,82,4
3649,54:37.2,83,2
170,54:37.2,83,5
4248,54:37.2,83,4
170,54:37.2,83,3
5617,54:37.2,83,5
3344,54:37.2,83,1
5030,54:37.2,83,1
5136,54:37.2,83,4
2111,54:37.2,83,1
4365,54:37.2,83,3
1568,54:37.2,83,5
5224,54:37.2,83,1
4394,54:37.2,83,4
1311,54:37.2,83,2
4210,54:37.2,83,4
701,54:37.2,83,5
4636,54:37.2,83,3
2333,54:37.2,83,4
3800,54:37.2,83,2
4910,54:37.2,83,4
1874,54:37.2,84,3
391,54:37.2,84,5
5731,54:37.2,84,1
4484,54:37.2,84,1
5100,54:37.2,84,5
2563,54:37.2,84,2
4973,54:37.2,84,3
4124,54:37.2,84,2
3642,54:37.2,84,1
3076,54:37.2,84,3
465,54:37.2,84,4
3863,54:37.2,84,3
4186,54:37.2,84,4
5462,54:37.2,84,2
2862,54:37.2,84,3
5355,54:37.2,84,4
5470,54:37.2,84,5
2782,54:37.2,84,5
4244,54:37.2,84,5
5243,54:37.2,84,2
5011,54:37.2,85,5
3397,54:37.2,85,2
4739,54:37.2,85,5
2364,54:37.2,85,4
5328,54:37.2,85,4
3908,54:37.2,85,1
1367,54:37.2,85,4
4688,54:37.2,85,3
3452,54:37.2,85,3
3907,54:37.2,85,4
4561,54:37.2,85,1
128,54:37.2,85,3
4962,54:37.2,85,4
3997,54:37.2,85,4
5499,54:37.2,85,3
2153,54:37.2,85,5
5458,54:37.2,85,2
2371,54:37.2,85,2
2265,54:37.2,85,4
5154,54:37.2,85,2
5530,54:37.2,86,3
7,54:37.2,86,4
2447,54:37.2,86,1
4561,54:37.2,86,5
4151,54:37.2,86,4
5624,54:37.2,86,3
3852,54:37.2,86,3
2554,54:37.2,86,5
2356,54:37.2,86,2
2975,54:37.2,86,5
3992,54:37.2,86,4
986,54:37.2,86,3
1516,54:37.2,86,2
1085,54:37.2,86,2
1637,54:37.2,86,3
1301,54:37.2,86,2
2840,54:37.2,86,1
3548,54:37.2,86,1
2927,54:37.2,86,1
2654,54:37.2,86,5
3812,54:37.2,87,4
5683,54:37.2,87,4
1836,54:37.2,87,3
4097,54:37.2,87,2
4198,54:37.2,87,3
898,54:37.2,87,3
5009,54:37.2,87,5
5327,54:37.2,87,4
2954,54:37.2,87,3
5679,54:37.2,87,4
5176,54:37.2,87,5
786,54:37.2,87,2
614,54:37.2,87,3
340,54:37.2,87,4
706,54:37.2,87,5
2943,54:37.2,87,3
943,54:37.2,87,5
5170,54:37.2,87,5
3203,54:37.2,87,5
4617,54:37.2,87,3
370,54:37.2,88,1
4421,54:37.2,88,5
1706,54:37.2,88,4
2319,54:37.2,88,4
4271,54:37.2,88,5
4082,54:37.2,88,3
5590,54:37.2,88,5
3094,54:37.2,88,2
4168,54:37.2,88,1
5075,54:37.2,88,2
4002,54:37.2,88,2
666,54:37.2,88,5
1169,54:37.2,88,5
2876,54:37.2,88,2
1409,54:37.2,88,4
2741,54:37.2,88,1
4640,54:37.2,88,3
1208,54:37.2,88,3
4744,54:37.2,88,4
4176,54:37.2,88,2
3519,54:37.2,89,3
5383,54:37.2,89,2
1177,54:37.2,89,3
4312,54:37.2,89,2
3293,54:37.2,89,2
3682,54:37.2,89,1
4813,54:37.2,89,4
565,54:37.2,89,1
4435,54:37.2,89,1
846,54:37.2,89,3
5366,54:37.2,89,1
3391,54:37.2,89,3
3193,54:37.2,89,3
3064,54:37.2,89,4
4673,54:37.2,89,3
2936,54:37.2,89,5
1299,54:37.2,89,5
3848,54:37.2,89,2
2668,54:37.2,89,1
2203,54:37.2,89,4
1092,54:37.2,90,2
457,54:37.2,90,2
178,54:37.2,90,2
2744,54:37.2,90,2
3859,54:37.2,90,2
5206,54:37.2,90,5
5487,54:37.2,90,1
957,54:37.2,90,5
1714,54:37.2,90,2
974,54:37.2,90,5
1541,54:37.2,90,4
2051,54:37.2,90,1
5795,54:37.2,90,5
2431,54:37.2,90,1
515,54:37.2,90,4
2943,54:37.2,90,4
2648,54:37.2,90,2
3122,54:37.2,90,1
4859,54:37.2,90,5
5264,54:37.2,90,2
5249,54:37.2,91,5
173,54:37.2,91,4
554,54:37.2,91,2
5472,54:37.2,91,3
1988,54:37.2,91,3
676,54:37.2,91,2
287,54:37.2,91,5
4163,54:37.2,91,3
5695,54:37.2,91,5
4199,54:37.2,91,1
710,54:37.2,91,5
3493,54:37.2,91,1
3272,54:37.2,91,5
3894,54:37.2,91,4
2900,54:37.2,91,2
334,54:37.2,91,5
3736,54:37.2,91,4
1828,54:37.2,91,2
3834,54:37.2,91,1
5096,54:37.2,91,5
4276,54:37.2,92,2
4348,54:37.2,92,5
3777,54:37.2,92,5
4861,54:37.2,92,1
169,54:37.2,92,1
1637,54:37.2,92,5
5110,54:37.2,92,1
2475,54:37.2,92,2
664,54:37.2,92,4
5355,54:37.2,92,2
3258,54:37.2,92,1
2165,54:37.2,92,4
812,54:37.2,92,1
2514,54:37.2,92,3
3469,54:37.2,92,5
4040,54:37.2,92,2
5264,54:37.2,92,1
3399,54:37.2,92,5
1985,54:37.2,92,3
497,54:37.2,92,4
3458,54:37.2,93,5
2262,54:37.2,93,1
1052,54:37.2,93,3
1240,54:37.2,93,2
4753,54:37.2,93,3
3655,54:37.2,93,1
710,54:37.2,93,1
5230,54:37.2,93,5
4613,54:37.2,93,3
3415,54:37.2,93,3
4576,54:37.2,93,4
4948,54:37.2,93,3
1706,54:37.2,93,5
2305,54:37.2,93,1
1528,54:37.2,93,5
4281,54:37.2,93,2
958,54:37.2,93,2
1295,54:37.2,93,5
1005,54:37.2,93,2
1377,54:37.2,93,1
4005,54:37.2,94,1
4668,54:37.2,94,5
2086,54:37.2,94,2
1843,54:37.2,94,4
4194,54:37.2,94,3
3862,54:37.3,94,4
3839,54:37.3,94,2
1856,54:37.3,94,3
4212,54:37.3,94,3
2252,54:37.3,94,2
5664,54:37.3,94,3
5005,54:37.3,94,1
1237,54:37.3,94,1
874,54:37.3,94,1
203,54:37.3,94,2
4020,54:37.3,94,3
1540,54:37.3,94,1
4117,54:37.3,94,1
457,54:37.3,94,5
64,54:37.3,94,1
227,54:37.3,95,4
4343,54:37.3,95,1
3909,54:37.3,95,4
1528,54:37.3,95,3
5648,54:37.3,95,3
225,54:37.3,95,5
1529,54:37.3,95,3
2849,54:37.3,95,1
1808,54:37.3,95,1
5486,54:37.3,95,3
1486,54:37.3,95,1
4616,54:37.3,95,1
796,54:37.3,95,3
312,54:37.3,95,1
2439,54:37.3,95,2
2818,54:37.3,95,2
5321,54:37.3,95,2
1732,54:37.3,95,1
1745,54:37.3,95,4
3869,54:37.3,95,3
5277,54:37.3,96,3
4297,54:37.3,96,3
1182,54:37.3,96,3
759,54:37.3,96,5
3325,54:37.3,96,4
4805,54:37.3,96,5
1261,54:37.3,96,5
1496,54:37.3,96,3
4128,54:37.3,96,4
3899,54:37.3,96,5
869,54:37.3,96,5
1102,54:37.3,96,3
1430,54:37.3,96,1
2972,54:37.3,96,2
2784,54:37.3,96,5
2098,54:37.3,96,4
5384,54:37.3,96,2
690,54:37.3,96,5
1106,54:37.3,96,1
5334,54:37.3,96,4
2703,54:37.3,97,2
1448,54:37.3,97,4
416,54:37.3,97,1
471,54:37.3,97,1
2650,54:37.3,97,2
2792,54:37.3,97,2
5362,54:37.3,97,1
4373,54:37.3,97,1
4826,54:37.3,97,2
971,54:37.3,97,2
882,54:37.3,97,2
788,54:37.3,97,2
276,54:37.3,97,2
1997,54:37.3,97,1
1628,54:37.3,97,2
2203,54:37.3,97,1
931,54:37.3,97,5
5053,54:37.3,97,5
5270,54:37.3,97,4
1376,54:37.3,97,3
4188,54:37.3,98,2
3819,54:37.3,98,4
3710,54:37.3,98,5
2213,54:37.3,98,4
2318,54:37.3,98,5
946,54:37.3,98,5
3328,54:37.3,98,1
1338,54:37.3,98,3
1161,54:37.3,98,1
3172,54:37.3,98,2
1817,54:37.3,98,3
3376,54:37.3,98,4
4496,54:37.3,98,1
397,54:37.3,98,5
1744,54:37.3,98,1
113,54:37.3,98,2
2601,54:37.3,98,2
137,54:37.3,98,2
3107,54:37.3,98,4
2947,54:37.3,98,5
2114,54:37.3,99,1
3568,54:37.3,99,3
5282,54:37.3,99,2
3907,54:37.3,99,2
3212,54:37.3,99,4
95,54:37.3,99,3
3438,54:37.3,99,3
5376,54:37.3,99,5
5077,54:37.3,99,3
1818,54:37.3,99,2
104,54:37.3,99,5
2862,54:37.3,99,4
3213,54:37.3,99,2
2313,54:37.3,99,4
165,54:37.3,99,4
3097,54:37.3,99,1
685,54:37.3,99,3
1448,54:37.3,99,2
2021,54:37.3,99,5
2083,54:37.3,99,3
2363,54:37.3,100,3
1229,54:37.3,100,1
5739,54:37.3,100,2
236,54:37.3,100,5
2723,54:37.3,100,1
1344,54:37.3,100,5
3211,54:37.3,100,1
4538,54:37.3,100,5
5517,54:37.3,100,3
1253,54:37.3,100,5
692,54:37.3,100,2
5305,54:37.3,100,2
4588,54:37.3,100,5
1615,54:37.3,100,5
3806,54:37.3,100,1
4974,54:37.3,100,1
822,54:37.3,100,2
4636,54:37.3,100,4
1128,54:37.3,100,1
1186,54:37.3,100,5
900,54:37.3,101,1
1924,54:37.3,101,2
2110,54:37.3,101,5
4884,54:37.3,101,3
771,54:37.3,101,1
1478,54:37.3,101,5
4393,54:37.3,101,3
4040,54:37.3,101,5
2449,54:37.3,101,2
3293,54:37.3,101,3
3866,54:37.3,101,2
318,54:37.3,101,5
1156,54:37.3,101,5
5093,54:37.3,101,2
3998,54:37.3,101,1
1806,54:37.3,101,2
95,54:37.3,101,5
1451,54:37.3,101,3
2534,54:37.3,101,1
3823,54:37.3,101,4
464,54:37.3,102,1
4124,54:37.3,102,1
3085,54:37.3,102,4
2142,54:37.3,102,3
970,54:37.3,102,3
4021,54:37.3,102,5
3635,54:37.3,102,5
5022,54:37.3,102,2
1822,54:37.3,102,4
132,54:37.3,102,2
1095,54:37.3,102,1
4234,54:37.3,102,4
1683,54:37.3,102,5
4185,54:37.3,102,2
5122,54:37.3,102,5
4599,54:37.3,102,1
5725,54:37.3,102,2
1397,54:37.3,102,4
2283,54:37.3,102,2
2419,54:37.3,102,5
5640,54:37.3,103,4
2204,54:37.3,103,3
1415,54:37.3,103,3
5083,54:37.3,103,3
4609,54:37.3,103,3
4169,54:37.3,103,1
4861,54:37.3,103,4
1571,54:37.3,103,4
2004,54:37.3,103,3
1757,54:37.3,103,3
635,54:37.3,103,2
256,54:37.3,103,2
3728,54:37.3,103,1
1460,54:37.3,103,3
5294,54:37.3,103,5
2586,54:37.3,103,3
1727,54:37.3,103,4
5770,54:37.3,103,2
1512,54:37.3,103,1
563,54:37.3,103,2
24,54:37.3,104,2
412,54:37.3,104,2
5460,54:37.3,104,3
5482,54:37.3,104,2
1976,54:37.3,104,4
4317,54:37.3,104,2
3960,54:37.3,104,3
2334,54:37.3,104,1
3978,54:37.3,104,4
1385,54:37.3,104,2
2264,54:37.3,104,2
1015,54:37.3,104,2
1967,54:37.3,104,2
2402,54:37.3,104,2
3433,54:37.3,104,4
3946,54:37.3,104,2
3198,54:37.3,104,3
3831,54:37.3,104,3
4747,54:37.3,104,4
2558,54:37.3,104,1
1403,54:37.3,105,3
4370,54:37.3,105,1
1821,54:37.3,105,5
5816,54:37.3,105,1
3415,54:37.3,105,5
455,54:37.3,105,1
14,54:37.3,105,5
5764,54:37.3,105,4
3275,54:37.3,105,4
4887,54:37.3,105,5
4333,54:37.3,105,1
2201,54:37.3,105,5
442,54:37.3,105,3
3394,54:37.3,105,2
5362,54:37.3,105,5
5200,54:37.3,105,3
4763,54:37.3,105,5
4187,54:37.3,105,2
3912,54:37.3,105,1
456,54:37.3,105,1
4707,54:37.3,106,3
5414,54:37.3,106,1
4844,54:37.3,106,4
262,54:37.3,106,2
3652,54:37.3,106,4
5059,54:37.3,106,3
448,54:37.3,106,3
1512,54:37.3,106,3
3938,54:37.3,106,2
2824,54:37.3,106,1
2189,54:37.3,106,1
2970,54:37.3,106,2
2608,54:37.3,106,4
257,54:37.3,106,5
474,54:37.3,106,3
4861,54:37.3,106,3
3151,54:37.3,106,5
5119,54:37.3,106,1
2506,54:37.3,106,4
4640,54:37.3,106,3
1060,54:37.3,107,3
3875,54:37.3,107,1
4962,54:37.3,107,5
3866,54:37.3,107,3
5638,54:37.3,107,1
3702,54:37.3,107,1
1914,54:37.3,107,4
2767,54:37.3,107,1
414,54:37.3,107,5
1609,54:37.3,107,1
5102,54:37.3,107,2
4429,54:37.3,107,3
718,54:37.3,107,1
2166,54:37.3,107,2
97,54:37.3,107,4
3803,54:37.3,107,2
2152,54:37.3,107,5
1015,54:37.3,107,4
5555,54:37.3,107,3
2815,54:37.3,107,4
5485,54:37.3,108,5
2297,54:37.3,108,3
5582,54:37.3,108,2
2063,54:37.3,108,2
1261,54:37.3,108,2
4106,54:37.3,108,2
4789,54:37.3,108,1
4619,54:37.3,108,2
3793,54:37.3,108,4
3775,54:37.3,108,3
5206,54:37.3,108,2
1584,54:37.3,108,4
2664,54:37.3,108,3
5430,54:37.3,108,1
3758,54:37.3,108,1
5287,54:37.3,108,4
3880,54:37.3,108,3
3484,54:37.3,108,5
2376,54:37.3,108,3
