id,wsdladdress,ipaddress,as
1491,http://webclu.bio.wzw.tum.de:18080/complex/services/profcom?wsdl,null,null
1492,http://services.unitedplanet.de/blz/BlzService.asmx?WSDL,212.185.176.183,AS3320 Deutsche Telekom AG
1493,http://wsvc.vianova-net.de/public/quartier.asmx?WSDL,81.20.84.236,AS25260 QualityHosting AG
1494,http://www.vistalog.de/logsvc/logsvc1.asmx?WSDL,80.252.104.128,AS8893 Artfiles New Media GmbH
1495,http://ald.yellowmap.de/MTE/MessagingService.asmx?WSDL,213.144.5.240,AS12843 TelemaxX Telekommunikation GmbH Autonomous System
1496,http://api.stats.yellowpages.pl/stats.php?wsdl,46.4.84.176,AS24940 Hetzner Online AG RZ
1497,http://yoosing.com/services/portletService.php?wsdl,87.106.73.83,AS8560 1&1 Internet AG
1498,http://museum.zib.de/museumsvokabular/webservice/museumvok-ws0.4.wsdl,null,null
1499,http://www.kakos.com.gr/webservices/WebServiceSolve2ndGrade.asmx?WSDL,62.103.159.150,AS6799 OTEnet S.A. Multiprotocol Backbone & ISP
1500,http://www.kakos.com.gr/webservices/WebService2.asmx?WSDL,62.103.159.150,AS6799 OTEnet S.A. Multiprotocol Backbone & ISP
1501,http://www.argos.net.gr/Argoswebservice/service.asmx?WSDL,null,null
1502,http://ebook.service.atcom.gr/pdftools.asmx?WSDL,62.1.42.51,AS1241 FORTHnet
1503,http://eserver.aviareps.gr/daedalus/FlightsWS.asmx?wsdl,31.207.4.114,null
1504,http://remath.cti.gr/MathDiLS/MathDiLS.asmx?WSDL,150.140.1.11,AS6744 Research Academic Computer Technology Institute (CTI)
1505,http://ws.ngi.gr/NGIMapServer/wsdl/all,193.92.77.188,AS1241 FORTHnet
1506,http://banguat.gob.gt/variables/ws/TipoCambio.asmx?wsdl,181.114.17.37,null
1507,http://banguat.gob.gt/variables/ws/BDEF.asmx?wsdl,200.12.46.201,AS6487 CyberNet de Guatemala S.A.
1508,http://www2.comp.polyu.edu.hk:8090/cssiunam/time-deploy/time?WSDL,158.132.82.94,AS4616 Pristine Communications Limited Information Technology Services
1509,http://etrade.dimerco.com.hk/peter-2007oct04-001/service.asmx?WSDL,null,null
1510,http://www.meteorsis.com/missms/missms.asmx?wsdl,61.93.232.34,AS9269 City Telecom (H.K.) Ltd.
1511,http://hkbeta.morningstar.com/webservices/venhouse/venhouse_datafeed.asmx?WSDL,216.228.225.51,AS25721 13494 - Morningstar Inc.
1512,http://www.gdf.hu/_vti_bin/BusinessDataCatalog.asmx?wsdl,81.0.70.250,AS12301 Invitel Tavkozlesi Zrt.
1513,http://www.gdf.hu/_vti_bin/People.asmx?wsdl,81.0.70.250,AS12301 Invitel Tavkozlesi Zrt.
1514,http://www.gdf.hu/_vti_bin/Authentication.asmx?wsdl,81.0.70.250,AS12301 Invitel Tavkozlesi Zrt.
1515,http://portal.bme.hu/_vti_bin/Lists.asmx?wsdl,152.66.115.203,AS2547 Budapest University of Technology and Economics
1516,http://interpressfact.net/webservices/getjoke.asmx?WSDL,193.142.153.110,AS41075 ATW Internet Kft.
1517,http://interpressfact.net/webservices/getAds.asmx?WSDL,193.142.153.110,AS41075 ATW Internet Kft.
1518,http://interpressfact.net/webservices/promotionservice.asmx?WSDL,193.142.153.110,AS41075 ATW Internet Kft.
1519,http://tv.animare.hu/webservice/tvguide.asmx?WSDL,212.40.65.11,AS21229 TVNETWORK
1520,http://tv.animare.hu/webservice/command.asmx?WSDL,212.40.65.11,AS21229 TVNETWORK
1521,http://automanager.hu/Ws/Listing.asmx?WSDL,195.70.57.200,AS8358 InterWare Autonomus System
1522,http://automenedzser.hu/Ws/Listing.asmx?WSDL,195.70.57.200,AS8358 InterWare Autonomus System
1523,http://newkibteszt.bet.hu/NewsManager?wsdl,80.249.172.72,AS15555 Magyar Telekom plc.
1524,http://boomerangservices.ro/WorldAirports.asmx?wsdl,79.172.211.128,AS29278 Deninet KFT
1525,http://www.ittvoltam.hu/webservice/command.asmx?WSDL,212.40.65.11,AS21229 TVNETWORK
1526,http://www.mnb.hu/arfolyamok.asmx?wsdl,195.56.171.138,AS3340 DataNet Telecommunication Ltd.
1527,http://www.morphologic.hu/OfficeResearch/MoBiDic/Registration.asmx?WSDL,195.228.254.20,AS5483 Hungarian Telecom ; Magyar Telekom
1528,http://jogviszony.oep.hu/ojote/TAJInfoSoapHttpPort?WSDL,84.206.45.70,AS31581 Kopint-Datorg Co.
1529,http://broadcast.dev.nepal.is/TestWebServicesFTP/EinarTest.asmx?WSDL,194.105.250.3,AS6677 Siminn hf
1530,http://broadcast.dev.nepal.is/InstallationService.asmx?WSDL,194.105.250.3,AS6677 Siminn hf
1531,http://throun.kogun.is/starfandi3/HeraWebService/Service.asmx?WSDL,82.221.28.195,AS30818 SKYRR hf Armula 2 - Skyrr ISP Network
1532,http://forlagid.is/WebServices/AutoCompleteService.asmx?WSDL,79.171.98.173,AS43892 Basis ehf.
1533,http://jpv.is/WebServices/AutoCompleteService.asmx?WSDL,79.171.98.173,AS43892 Basis ehf.
1534,http://voruhus.landlaeknir.is/vhus_heilsufarsgagna/VHGService.asmx?WSDL,80.248.29.165,AS39418 Nyherji hf
1535,http://203.199.178.89:9090/axis/services/Ffiledisplay?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1536,http://203.199.178.89:9090/axis/services/Review?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1537,http://203.199.178.89:9090/axis/services/approveorder?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1538,http://203.199.178.89:9090/axis/services/captionurl?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1539,http://203.199.178.89:9090/axis/services/iwfs?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1540,http://203.199.178.89:9090/axis/services/ReceiveNoteService?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1541,http://203.199.178.89:9090/axis/services/Sendfilesservice?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1542,http://203.199.178.89:9090/axis/services/ReceiveNotingService?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1543,http://203.199.178.89:9090/axis/services/ReceiveService?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1544,http://203.199.178.89:9090/axis/services/Allnotings?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1545,http://203.199.178.89:9090/axis/services/recnoting?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1546,http://203.199.178.89:9090/axis/services/linkedfiles?wsdl,203.199.178.89,AS4755 TATA Communications formerly VSNL is Leading ISP
1547,http://www.gorecroot.com/webservices/RRWebService.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1548,http://www.gorecroot.com/callback/webservices/SearchRes.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1549,http://www.gorecroot.com/callback/webservices/JobberTalk.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1550,http://www.gorecroot.com/callback/webservices/USResumeSearch.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1551,http://www.gorecroot.com/callback/webservices/Subscription.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1552,http://www.gorecroot.com/callback/webservices/tellafriend.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1553,http://www.gorecroot.com/callback/webservices/PIP.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1554,http://www.gorecroot.com/callback/webservices/LoginLogout.asmx?WSDL,209.235.193.202,AS20284 INETu Inc.
1555,http://carwale.com/webservices/carvalues.asmx?WSDL,124.153.77.15,AS17439 Netmagic Datacenter Mumbai
1556,http://services.myiris.com/icerswebtest/SAST/sast.asmx?wsdl,202.154.161.210,AS4755 TATA Communications formerly VSNL is Leading ISP
1557,http://58.68.25.35/Tajelite/TravelPortal/TajWebV2.asmx?WSDL,58.68.25.35,AS10201 Dishnet Wireless Limited. Broadband Wireless
1558,http://webconnect.akbartravelsonline.com/service.asmx?WSDL,180.179.137.204,null
1559,http://www.bangaloreone.gov.in/bOneWS/MgrService.asmx?wsdl,210.212.203.180,AS9829 National Internet Backbone
1560,http://www.elbee.in/eelwsdl/service1.asmx?wsdl,82.98.86.162,AS12306 Plus.Line AG
1561,http://jhaverisec.net/fileuploadws.asmx?WSDL,null,null
1562,http://offerings.nic.in/finalcomponent/stateinfosrv.asmx?WSDL,164.100.52.120,AS4758 National Informatics Centre
1563,http://www.popularcarworld.com/UploadDownload.asmx?WSDL,180.179.132.193,null
1564,http://smscountry.com/service.asmx?WSDL,182.18.132.7,AS18229 Pioneer Elabs Ltd.
1565,http://www.vrllogistics.in/webs/ws/vrlbookingservice.asmx?WSDL,210.212.198.5,AS9829 National Internet Backbone
1566,http://www.egovernance.ie/Services/MyBoardService.asmx?WSDL,137.191.244.221,AS15806 Irish Government
1567,http://www.egovernance.ie/Services/CountyService.asmx?WSDL,137.191.244.221,AS15806 Irish Government
1568,http://www.egovernance.ie/Services/PeopleService.asmx?WSDL,137.191.244.221,AS15806 Irish Government
1569,http://staging.myrma.net/webservices/ClientService.asmx?WSDL,91.103.1.23,AS47720 Chip Electronic Services Limited
1570,http://staging.myrma.net/webservices/ServiceCentreService.asmx?WSDL,91.103.1.23,AS47720 Chip Electronic Services Limited
1571,http://staging.myrma.net/webservices/WarrantorService.asmx?WSDL,91.103.1.23,AS47720 Chip Electronic Services Limited
1572,http://193.95.154.227/AlertsWebService/AlertsWS.asmx?WSDL,193.95.154.227,AS2110 BT Ireland Backbone
1573,http://193.95.154.227/FeedsWebService/FeedsWS.asmx?WSDL,193.95.154.227,AS2110 BT Ireland Backbone
1574,http://www.digitalriver.com/v2.0-doc/wsdl/DigitalRiverDT.wsdl,209.87.182.60,AS8182 Digital River Inc.
1575,http://www.limerickcity.ie/WebServices/MediaNotices/MediaNotices.asmx?WSDL,137.191.226.163,AS15806 Irish Government
1576,http://www.limerickcity.ie/webservices/planningapps/planningapps.asmx?WSDL,137.191.226.163,AS15806 Irish Government
1577,http://www.limerickcorp.ie/WebServices/MediaNotices/MediaNotices.asmx?WSDL,137.191.226.163,AS15806 Irish Government
1578,http://www.limerickcorp.ie/webservices/planningapps/planningapps.asmx?WSDL,137.191.226.163,AS15806 Irish Government
1579,http://www.airside-nissan.com/web_services/ajaxUtilities.asmx?WSDL,89.101.142.175,AS6830 UPC Broadband
1580,http://soap.bind.ca/wsdl/bind.wsdl,84.18.180.105,AS34004 Thomson Corporation
1581,http://cbg.ie/newcars/ajaxSearchService.asmx?WSDL,212.126.36.161,AS31122 Digiweb Ltd.
1582,http://www.donegalflytrade.com/availability.php?wsdl,195.26.90.35,AS31727 Node4 Ltd UK
1583,http://www.greatvessel.com/PortalService.asmx?WSDL,82.195.154.72,AS29650 Sungard Availability Services (Ireland) Ltd.
1584,http://www.nissan-dundalk.com/web_services/ajaxUtilities.asmx?WSDL,89.101.142.175,AS6830 UPC Broadband
1585,http://www.recipewitch.com/RecipeService.asmx?WSDL,63.156.206.202,AS209 Qwest Communications Company LLC
1586,http://www.roomex.com/services/LocationService.asmx?WSDL,84.51.238.82,AS29650 Sungard Availability Services (Ireland) Ltd.
1587,http://tehpain.com/SudokuSolverWS.asmx?WSDL,null,null
1588,http://www.sapco.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,193.105.2.31,AS42915 Engeneering Designing and Supply the parts of Iran Khodro PJSC
1589,http://www.sapco.com/_vti_bin/Authentication.asmx?wsdl,193.105.2.31,AS42915 Engeneering Designing and Supply the parts of Iran Khodro PJSC
1590,http://www.sapco.com/_vti_bin/People.asmx?wsdl,193.105.2.31,AS42915 Engeneering Designing and Supply the parts of Iran Khodro PJSC
1591,http://webservice.magfa.com/services/Version?wsdl,217.11.25.234,AS25184 AFRANET Co. Tehran Iran
1592,http://80.253.147.99/services/Version?wsdl,80.253.147.99,AS24631 Azadnet Autonomous System
1593,http://81.91.129.80/DialupWS/LotteryService.asmx?WSDL,81.91.129.80,AS25124 DATAK Telecom Autonomous System
1594,http://81.91.129.80/DialupWS/SecurityService.asmx?WSDL,81.91.129.80,AS25124 DATAK Telecom Autonomous System
1595,http://profiles.roshd.ir/security.asmx?WSDL,217.218.177.18,AS12880 DCI Autonomous System
1596,http://www.taavonportal.ir/OstanShahrestan.asmx?WSDL,null,null
1597,http://slk.sulam.org.il/_vti_bin/SharepointEmailWS.asmx?wsdl,null,null
1598,http://slk.sulam.org.il/_vti_bin/People.asmx?wsdl,null,null
1599,http://slk.sulam.org.il/_vti_bin/Authentication.asmx?wsdl,null,null
1600,http://portal.idc.ac.il/en/main/about_idc/news_events/_vti_bin/BusinessDataCatalog.asmx?wsdl,194.153.101.3,AS34886 The Insterdisciplinary Center Hertzelia
1601,http://portal.idc.ac.il/_vti_bin/SharepointEmailWS.asmx?wsdl,194.153.101.3,AS34886 The Insterdisciplinary Center Hertzelia
1602,http://portal.idc.ac.il/en/main/about_idc/news_events/_vti_bin/Authentication.asmx?wsdl,194.153.101.3,AS34886 The Insterdisciplinary Center Hertzelia
1603,http://portal.idc.ac.il/en/main/about_idc/news_events/_vti_bin/People.asmx?wsdl,194.153.101.3,AS34886 The Insterdisciplinary Center Hertzelia
1604,http://www.invoice4u.co.il/Public/w_company.asmx?wsdl,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1605,http://www.invoice4u.co.il/Public/w_invoicereceipt.asmx?wsdl,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1606,http://www.invoice4u.co.il/Public/w_items.asmx?WSDL,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1607,http://www.invoice4u.co.il/Public/w_invoice.asmx?WSDL,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1608,http://www.invoice4u.co.il/Public/w_receipt.asmx?WSDL,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1609,http://www.invoice4u.co.il/Public/w_currency.asmx?WSDL,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1610,http://www.invoice4u.co.il/Public/w_invoicedeal.asmx?WSDL,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1611,http://www.invoice4u.co.il/Public/w_invoicecredit.asmx?WSDL,213.8.27.246,AS5486 Euronet Digital Communications (1992) LTD Israel
1612,http://b144.co.il/Services/CityService.asmx?wsdl,147.235.246.154,AS6810 Bezek The Israeli Communications Company Ltd
1613,http://sms.cellcom.co.il/SmsGate/SmsGate.asmx?wsdl,192.118.28.52,AS9117 Cellcom Israel Ltd.
1614,http://sms.cellcom.co.il/SmsGate/SmsGate2.asmx?WSDL,192.118.28.52,AS9117 Cellcom Israel Ltd.
1615,http://ws.d.co.il/wallaapi/service1.asmx?wsdl,212.117.156.55,AS9116 012 Smile Communications Main Autonomous System
1616,http://hook.co.il/webServices/mngMyProfile.asmx?WSDL,213.8.145.111,AS5486 Euronet Digital Communications (1992) LTD Israel
1617,http://hook.co.il/webServices/blogBookmarkService.asmx?WSDL,213.8.145.111,AS5486 Euronet Digital Communications (1992) LTD Israel
1618,http://wap.icellcom.co.il/SmsGate/SmsGate2.asmx?wsdl,192.118.28.11,AS9117 Cellcom Israel Ltd.
1619,http://wap.icellcom.co.il/SmsGate/SmsGate.asmx?WSDL,192.118.28.11,AS9117 Cellcom Israel Ltd.
1620,http://www.inforu.co.il/inforufrontend/CPMWebService/service.asmx?WSDL,192.114.70.93,AS8551 Bezeqint Internet Backbone
1621,http://www.inforu.co.il/inforufrontend/webinterface/webservice.asmx?WSDL,192.114.70.93,AS8551 Bezeqint Internet Backbone
1622,http://webservices.macam.ac.il/MacamMailer/MacamMailer.asmx?wsdl,192.115.100.173,AS3288 MACAM-MOFET Institute Israel
1623,http://webservices.macam.ac.il/librarySearch/QueryBuilder.asmx?wsdl,192.115.100.173,AS3288 MACAM-MOFET Institute Israel
1624,http://1444.co.il/WSAjax.asmx?WSDL,null,null
1625,http://orange.3gxxx.co.il/Ivr23gWs/wService.asmx?WSDL,213.8.153.99,AS5486 Euronet Digital Communications (1992) LTD Israel
1626,http://www.arikbensimhon.com/SlideShow.asmx?WSDL,173.247.246.5,null
1627,http://www.chat.beok.co.il/ws/BeOK_2_CB.asmx?wsdl,82.80.198.195,AS8551 Bezeqint Internet Backbone
1628,http://www.derech-haim.co.il/ClalitService/ClalitService.asmx?wsdl,62.90.118.176,AS1680 013 NetVision Ltd.
1629,http://www.ibit.co.il/ibit/IBitStorage.asmx?WSDL,213.8.193.60,AS5486 Euronet Digital Communications (1992) LTD Israel
1630,http://www.motocar.co.il/MotocarWS/PriceList.asmx?WSDL,80.178.161.21,AS9116 012 Smile Communications Main Autonomous System
1631,http://www.salkkl.org.il/KklShoppingWs/ClientService.asmx?wsdl,192.114.182.155,AS5486 Euronet Digital Communications (1992) LTD Israel
1632,http://www.sii.org.il/Templates/PRODUCT_APPROVAL/ProductsAndManufacturerWS.asmx?WSDL,199.203.226.2,AS1680 013 NetVision Ltd.
1633,http://lobbyreal.spadester.com:4300/LobbyWS.asmx?WSDL,174.132.162.155,AS21844 ThePlanet.com Internet Services Inc.
1634,http://usm.unicell.co.il/sms.asmx?WSDL,212.179.112.110,AS8551 Bezeqint Internet Backbone
1635,http://www.zim.co.il/SendMail.asmx?WSDL,91.235.35.36,null
1636,http://bioinformatics.istge.it:8080/axis/services/cabri.getYeastsById.derived?wsdl,null,null
1637,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53SampleNames.derived?wsdl,null,null
1638,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationFunctionIdsByMutaa.derived?wsdl,null,null
1639,http://bioinformatics.istge.it:8080/axis/services/p53_getz_services.getP53IdsByField.derived?wsdl,null,null
1640,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationsByIds.derived?wsdl,null,null
1641,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53WtaaByIds.derived?wsdl,null,null
1642,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53RefIdByIds.derived?wsdl,null,null
1643,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53PubMedIdByIds.derived?wsdl,null,null
1644,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationsBySampleName.derived?wsdl,null,null
1645,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByType.derived?wsdl,null,null
1646,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByTumorOrigin.derived?wsdl,null,null
1647,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByProperty.derived?wsdl,null,null
1648,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByMetastasisLocalization.derived?wsdl,null,null
1649,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByExon.derived?wsdl,null,null
1650,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByEffect.derived?wsdl,null,null
1651,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByCpgSite.derived?wsdl,null,null
1652,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationIdsByCodonNumber.derived?wsdl,null,null
1653,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationFunctionIdsByCodonNumber.derived?wsdl,null,null
1654,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationFunctionEntryById.derived?wsdl,null,null
1655,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutationFunctionEntry.derived?wsdl,null,null
1656,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53MutaaByIds.derived?wsdl,null,null
1657,http://bioinformatics.istge.it:8080/axis/services/cabri.getYeastIdsByName.derived?wsdl,null,null
1658,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53CodonNumberByIds.derived?wsdl,null,null
1659,http://bioinformatics.istge.it:8080/axis/services/cabri_getz_services.getCabriFieldByField.derived?wsdl,null,null
1660,http://bioinformatics.istge.it:8080/axis/services/cabri.getPhagesById.derived?wsdl,null,null
1661,http://bioinformatics.istge.it:8080/axis/services/o2i.getMutaaByIds.derived?wsdl,null,null
1662,http://bioinformatics.istge.it:8080/axis/services/cabri.getResourcesById.derived?wsdl,null,null
1663,http://bioinformatics.istge.it:8080/axis/services/gowlab.echo.derived?wsdl,null,null
1664,http://bioinformatics.istge.it:8080/axis/services/classic.helloworld.derived?wsdl,null,null
1665,http://bioinformatics.istge.it:8080/axis/services/cabri_getz_services.getCabriIdsByField.derived?wsdl,null,null
1666,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53CellPropertyByRefIdAndSampleName.derived?wsdl,null,null
1667,http://bioinformatics.istge.it:8080/axis/services/cabri.getFungiById.derived?wsdl,null,null
1668,http://bioinformatics.istge.it:8080/axis/services/cabri.getCellLineByName.derived?wsdl,null,null
1669,http://bioinformatics.istge.it:8080/axis/services/o2i.getIdsByMutaa.derived?wsdl,null,null
1670,http://bioinformatics.istge.it:8080/axis/services/cabri_getz_services.getCabriCellLinesEntriesByIds.derived?wsdl,null,null
1671,http://bioinformatics.istge.it:8080/axis/services/AnalysisFactory?wsdl,null,null
1672,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53CodonNumbersWtaaMutaaById.derived?wsdl,null,null
1673,http://bioinformatics.istge.it:8080/axis/services/cabri_getz_services.getCabriEntriesByField.derived?wsdl,null,null
1674,http://bioinformatics.istge.it:8080/axis/services/cabri.getFungiIdsByName.derived?wsdl,null,null
1675,http://bioinformatics.istge.it:8080/axis/services/Version?wsdl,null,null
1676,http://bioinformatics.istge.it:8080/axis/services/cabri_getz_services.getCabriBacteriaEntriesByIds.derived?wsdl,null,null
1677,http://bioinformatics.istge.it:8080/axis/services/cabri.getBacteriaIdsByProperty.derived?wsdl,null,null
1678,http://bioinformatics.istge.it:8080/axis/services/cabri.getCellLinesById.derived?wsdl,null,null
1679,http://bioinformatics.istge.it:8080/axis/services/cabri.getPhageIdsByProperty.derived?wsdl,null,null
1680,http://bioinformatics.istge.it:8080/axis/services/o2i.getCodonNumberByIds.derived?wsdl,null,null
1681,http://bioinformatics.istge.it:8080/axis/services/o2i.getP53CellLinesStatusEntryById.derived?wsdl,null,null
1682,http://bioinformatics.istge.it:8080/axis/services/graphics.dot.derived?wsdl,null,null
1683,http://bioinformatics.istge.it:8080/axis/services/cabri.getPlasmidIdsByName.derived?wsdl,null,null
1684,http://bioinformatics.istge.it:8080/axis/services/cabri.getPlasmidIdsByProperty.derived?wsdl,null,null
1685,http://bioinformatics.istge.it:8080/axis/services/gowlab.helloworld.derived?wsdl,null,null
1686,http://bioinformatics.istge.it:8080/axis/services/cabri.getCellLineNames.derived?wsdl,null,null
1687,http://bioinformatics.istge.it:8080/axis/services/o2i.getIdsByCodonNumber.derived?wsdl,null,null
1688,http://bioinformatics.istge.it:8080/axis/services/cabri.getBacteriaIdsByName.derived?wsdl,null,null
1689,http://bioinformatics.istge.it:8080/axis/services/cabri.getPlasmidsById.derived?wsdl,null,null
1690,http://bioinformatics.istge.it:8080/axis/services/cabri.getResourceIdsByName.derived?wsdl,null,null
1691,http://bioinformatics.istge.it:8080/axis/services/cabri.getYeastIdsByProperty.derived?wsdl,null,null
1692,http://bioinformatics.istge.it:8080/axis/services/cabri.getPhageIdsByName.derived?wsdl,null,null
1693,http://bioinformatics.istge.it:8080/axis/services/cabri.getCellLineIdsByName.derived?wsdl,null,null
1694,http://bioinformatics.istge.it:8080/axis/services/cabri.getP53MutationsBySampleName.derived?wsdl,null,null
1695,http://bioinformatics.istge.it:8080/axis/services/cabri.getCellLineIdsByProperty.derived?wsdl,null,null
1696,http://bioinformatics.istge.it:8080/axis/services/cabri.getFungiIdsByProperty.derived?wsdl,null,null
1697,http://bioinformatics.istge.it:8080/axis/services/testing.yeastgrid.derived?wsdl,null,null
1698,http://bioinformatics.istge.it:8080/axis/services/testing.medlinesrs.derived?wsdl,null,null
1699,http://bioinformatics.istge.it:8080/axis/services/testing.emblsrs.derived?wsdl,null,null
1700,http://www.confcooperative.it/_vti_bin/searchwsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1701,http://www.confcooperative.it/_vti_bin/AreaServicewsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1702,http://www.confcooperative.it/_vti_bin/Webswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1703,http://www.confcooperative.it/_vti_bin/versionswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1704,http://www.confcooperative.it/_vti_bin/OutlookAdapterwsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1705,http://www.confcooperative.it/_vti_bin/DWSwsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1706,http://www.confcooperative.it/_vti_bin/Imagingwsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1707,http://www.confcooperative.it/_vti_bin/UserGroupwsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1708,http://www.confcooperative.it/_vti_bin/Viewswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1709,http://www.confcooperative.it/_vti_bin/Meetingswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1710,http://www.confcooperative.it/_vti_bin/Formswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1711,http://www.confcooperative.it/_vti_bin/Permissionswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1712,http://www.confcooperative.it/_vti_bin/alertswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1713,http://www.confcooperative.it/_vti_bin/webpartpageswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1714,http://www.confcooperative.it/_vti_bin/DspStswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1715,http://www.confcooperative.it/_vti_bin/Listswsdl.aspx,89.97.191.53,AS12874 Fastweb SpA
1716,http://www.agrotrace.coop/_vti_bin/AreaServicewsdl.aspx,null,null
1717,http://www.agrotrace.coop/_vti_bin/searchwsdl.aspx,null,null
1718,http://www.agrotrace.coop/_vti_bin/DspStswsdl.aspx,null,null
1719,http://www.agrotrace.coop/_vti_bin/Viewswsdl.aspx,null,null
1720,http://www.agrotrace.coop/_vti_bin/Webswsdl.aspx,null,null
1721,http://www.agrotrace.coop/_vti_bin/UserGroupwsdl.aspx,null,null
1722,http://www.agrotrace.coop/_vti_bin/versionswsdl.aspx,null,null
1723,http://www.agrotrace.coop/_vti_bin/Permissionswsdl.aspx,null,null
1724,http://www.agrotrace.coop/_vti_bin/DWSwsdl.aspx,null,null
1725,http://www.agrotrace.coop/_vti_bin/webpartpageswsdl.aspx,null,null
1726,http://www.agrotrace.coop/_vti_bin/OutlookAdapterwsdl.aspx,null,null
1727,http://www.agrotrace.coop/_vti_bin/Listswsdl.aspx,null,null
1728,http://www.agrotrace.coop/_vti_bin/Meetingswsdl.aspx,null,null
1729,http://www.agrotrace.coop/_vti_bin/alertswsdl.aspx,null,null
1730,http://www.agrotrace.coop/_vti_bin/Imagingwsdl.aspx,null,null
1731,http://www.serviziocivile.coop/_vti_bin/UserProfileServicewsdl.aspx,null,null
1732,http://www.serviziocivile.coop/_vti_bin/AreaServicewsdl.aspx,null,null
1733,http://www.serviziocivile.coop/_vti_bin/DWSwsdl.aspx,null,null
1734,http://www.serviziocivile.coop/_vti_bin/Listswsdl.aspx,null,null
1735,http://www.serviziocivile.coop/_vti_bin/versionswsdl.aspx,null,null
1736,http://www.serviziocivile.coop/_vti_bin/OutlookAdapterwsdl.aspx,null,null
1737,http://www.serviziocivile.coop/_vti_bin/Formswsdl.aspx,null,null
1738,http://www.serviziocivile.coop/_vti_bin/UserGroupwsdl.aspx,null,null
