id,servicio,fecha,usuario,calificacion
942,5330,54:36.9,47,1
943,4046,54:36.9,47,3
944,296,54:36.9,47,1
945,2256,54:36.9,47,3
946,18,54:36.9,47,2
947,3912,54:36.9,47,1
948,5596,54:36.9,47,2
949,150,54:36.9,47,4
950,4589,54:36.9,47,4
951,2482,54:36.9,47,1
952,1542,54:36.9,47,1
953,3950,54:36.9,47,5
954,2284,54:36.9,47,4
955,3619,54:36.9,47,4
956,5279,54:36.9,47,2
957,3233,54:36.9,47,4
958,5406,54:36.9,47,5
959,2571,54:36.9,47,1
960,4343,54:36.9,48,1
961,2871,54:36.9,48,1
962,341,54:36.9,48,3
963,1270,54:36.9,48,2
964,1359,54:36.9,48,1
965,924,54:36.9,48,1
966,325,54:36.9,48,5
967,5756,54:36.9,48,4
968,5534,54:36.9,48,3
969,2686,54:36.9,48,2
970,13,54:36.9,48,4
971,353,54:36.9,48,1
972,897,54:36.9,48,4
973,2620,54:36.9,48,3
974,2428,54:36.9,48,2
975,4564,54:36.9,48,2
976,5767,54:36.9,48,2
977,3777,54:36.9,48,3
978,936,54:36.9,48,2
979,2830,54:36.9,48,1
980,3470,54:36.9,49,1
981,3544,54:36.9,49,4
982,4020,54:36.9,49,5
983,951,54:36.9,49,2
984,2982,54:36.9,49,1
985,5298,54:36.9,49,3
986,2705,54:36.9,49,4
987,3717,54:36.9,49,5
988,2838,54:36.9,49,3
989,21,54:36.9,49,3
990,1180,54:36.9,49,3
991,3791,54:36.9,49,5
992,3185,54:36.9,49,3
993,2257,54:36.9,49,4
994,135,54:36.9,49,4
995,3510,54:36.9,49,3
996,4567,54:36.9,49,2
997,4272,54:36.9,49,2
998,15,54:37.0,49,4
999,2506,54:37.0,49,3
1000,378,54:37.0,50,5
1001,367,54:37.0,50,4
1002,1709,54:37.0,50,2
1003,4251,54:37.0,50,4
1004,5526,54:37.0,50,4
1005,3523,54:37.0,50,3
1006,5697,54:37.0,50,5
1007,1463,54:37.0,50,4
1008,5723,54:37.0,50,5
1009,1533,54:37.0,50,2
1010,900,54:37.0,50,2
1011,1750,54:37.0,50,2
1012,1402,54:37.0,50,5
1013,340,54:37.0,50,4
1014,1165,54:37.0,50,3
1015,1899,54:37.0,50,4
1016,1778,54:37.0,50,5
1017,2078,54:37.0,50,3
1018,868,54:37.0,50,1
1019,5736,54:37.0,50,2
1020,3267,54:37.0,51,2
1021,497,54:37.0,51,3
1022,936,54:37.0,51,4
1023,2416,54:37.0,51,2
1024,1555,54:37.0,51,1
1025,1384,54:37.0,51,5
1026,4952,54:37.0,51,3
1027,734,54:37.0,51,5
1028,567,54:37.0,51,5
1029,2023,54:37.0,51,5
1030,2607,54:37.0,51,3
1031,4486,54:37.0,51,1
1032,1981,54:37.0,51,1
1033,2789,54:37.0,51,4
1034,778,54:37.0,51,1
1035,5514,54:37.0,51,2
1036,598,54:37.0,51,4
1037,5811,54:37.0,51,3
1038,678,54:37.0,51,4
1039,1311,54:37.0,51,1
1040,285,54:37.0,52,5
1041,4604,54:37.0,52,2
1042,5653,54:37.0,52,3
1043,1449,54:37.0,52,3
1044,2061,54:37.0,52,4
1045,3385,54:37.0,52,4
1046,4103,54:37.0,52,5
1047,4723,54:37.0,52,5
1048,1125,54:37.0,52,2
1049,699,54:37.0,52,2
1050,3670,54:37.0,52,3
1051,4605,54:37.0,52,3
1052,5587,54:37.0,52,4
1053,186,54:37.0,52,4
1054,3193,54:37.0,52,3
1055,3588,54:37.0,52,1
1056,3965,54:37.0,52,1
1057,3625,54:37.0,52,2
1058,4097,54:37.0,52,3
1059,1554,54:37.0,52,4
1060,3235,54:37.0,53,4
1061,2850,54:37.0,53,1
1062,3932,54:37.0,53,2
1063,2758,54:37.0,53,5
1064,3536,54:37.0,53,5
1065,4546,54:37.0,53,4
1066,2534,54:37.0,53,2
1067,4723,54:37.0,53,2
1068,92,54:37.0,53,3
1069,4858,54:37.0,53,2
1070,4160,54:37.0,53,5
1071,2070,54:37.0,53,5
1072,337,54:37.0,53,4
1073,5823,54:37.0,53,3
1074,929,54:37.0,53,4
1075,4455,54:37.0,53,5
1076,4295,54:37.0,53,5
1077,1085,54:37.0,53,2
1078,5277,54:37.0,53,4
1079,2993,54:37.0,53,4
1080,3941,54:37.0,54,3
1081,5002,54:37.0,54,4
1082,732,54:37.0,54,2
1083,1362,54:37.0,54,3
1084,1968,54:37.0,54,2
1085,4962,54:37.0,54,1
1086,3038,54:37.0,54,2
1087,4480,54:37.0,54,1
1088,638,54:37.0,54,3
1089,4237,54:37.0,54,2
1090,470,54:37.0,54,3
1091,3474,54:37.0,54,4
1092,2899,54:37.0,54,5
1093,2491,54:37.0,54,4
1094,4227,54:37.0,54,4
1095,842,54:37.0,54,1
1096,642,54:37.0,54,2
1097,843,54:37.0,54,4
1098,3767,54:37.0,54,4
1099,5529,54:37.0,54,3
1100,118,54:37.0,55,4
1101,716,54:37.0,55,1
1102,4463,54:37.0,55,1
1103,4269,54:37.0,55,2
1104,2370,54:37.0,55,5
1105,2346,54:37.0,55,3
1106,5763,54:37.0,55,2
1107,3664,54:37.0,55,2
1108,3208,54:37.0,55,4
1109,2395,54:37.0,55,4
1110,2152,54:37.0,55,3
1111,2814,54:37.0,55,2
1112,2150,54:37.0,55,1
1113,3057,54:37.0,55,5
1114,2967,54:37.0,55,3
1115,2331,54:37.0,55,2
1116,2146,54:37.0,55,5
1117,1429,54:37.0,55,1
1118,5035,54:37.0,55,5
1119,2316,54:37.0,55,3
1120,5103,54:37.0,56,5
1121,3413,54:37.0,56,4
1122,987,54:37.0,56,3
1123,5115,54:37.0,56,4
1124,4083,54:37.0,56,5
1125,5571,54:37.0,56,5
1126,1826,54:37.0,56,4
1127,5595,54:37.0,56,2
1128,2505,54:37.0,56,5
1129,270,54:37.0,56,5
1130,5771,54:37.0,56,2
1131,2848,54:37.0,56,5
1132,1757,54:37.0,56,3
1133,1114,54:37.0,56,4
1134,2817,54:37.0,56,4
1135,1404,54:37.0,56,1
1136,712,54:37.0,56,1
1137,5063,54:37.0,56,5
1138,148,54:37.0,56,3
1139,4373,54:37.0,56,4
1140,5422,54:37.0,57,3
1141,88,54:37.0,57,2
1142,5790,54:37.0,57,4
1143,2468,54:37.0,57,1
1144,3018,54:37.0,57,4
1145,5115,54:37.0,57,4
1146,4530,54:37.0,57,2
1147,1549,54:37.0,57,2
1148,967,54:37.0,57,3
1149,1363,54:37.0,57,3
1150,981,54:37.0,57,4
1151,5801,54:37.0,57,2
1152,2715,54:37.0,57,1
1153,372,54:37.0,57,1
1154,938,54:37.0,57,1
1155,1049,54:37.0,57,3
1156,4059,54:37.0,57,4
1157,5398,54:37.0,57,2
1158,4999,54:37.0,57,5
1159,3040,54:37.0,57,3
1160,4599,54:37.0,58,1
1161,5554,54:37.0,58,4
1162,640,54:37.0,58,4
1163,18,54:37.0,58,5
1164,3650,54:37.0,58,4
1165,5340,54:37.0,58,5
1166,439,54:37.0,58,5
1167,1391,54:37.0,58,4
1168,2514,54:37.0,58,1
1169,2973,54:37.0,58,5
1170,2907,54:37.0,58,5
1171,611,54:37.0,58,1
1172,4481,54:37.0,58,2
1173,3266,54:37.0,58,4
1174,1436,54:37.0,58,1
1175,2050,54:37.0,58,5
1176,4078,54:37.0,58,2
1177,1497,54:37.0,58,1
1178,5,54:37.0,58,5
1179,3813,54:37.0,58,3
1180,2589,54:37.0,59,2
1181,2009,54:37.0,59,4
1182,120,54:37.0,59,4
1183,1420,54:37.0,59,1
1184,1905,54:37.0,59,3
1185,2701,54:37.0,59,2
1186,222,54:37.0,59,4
1187,3574,54:37.0,59,5
1188,3832,54:37.0,59,4
1189,1914,54:37.0,59,5
1190,3211,54:37.0,59,5
1191,2958,54:37.0,59,5
1192,4303,54:37.0,59,1
1193,702,54:37.0,59,4
1194,2040,54:37.0,59,2
1195,3788,54:37.0,59,1
1196,3334,54:37.0,59,4
1197,630,54:37.0,59,4
1198,3671,54:37.0,59,5
1199,1814,54:37.0,59,5
1200,5179,54:37.0,60,5
1201,1255,54:37.0,60,3
1202,3648,54:37.0,60,1
1203,4671,54:37.0,60,2
1204,5564,54:37.0,60,5
1205,1098,54:37.0,60,4
1206,3519,54:37.0,60,1
1207,1794,54:37.0,60,2
1208,4361,54:37.0,60,2
1209,1233,54:37.0,60,4
1210,4416,54:37.0,60,5
1211,5734,54:37.0,60,3
1212,3940,54:37.0,60,5
1213,5472,54:37.0,60,1
1214,3313,54:37.0,60,5
1215,4503,54:37.0,60,3
1216,2389,54:37.0,60,1
1217,4003,54:37.0,60,1
1218,5059,54:37.0,60,4
1219,2235,54:37.0,60,1
1220,4801,54:37.0,61,1
1221,3792,54:37.0,61,5
1222,4730,54:37.0,61,4
1223,1493,54:37.0,61,4
1224,1951,54:37.0,61,1
1225,2089,54:37.0,61,1
1226,2913,54:37.0,61,1
1227,4786,54:37.0,61,2
1228,1308,54:37.0,61,1
1229,519,54:37.0,61,2
1230,1001,54:37.0,61,5
1231,4806,54:37.0,61,3
1232,417,54:37.0,61,3
1233,2634,54:37.0,61,5
1234,2521,54:37.0,61,5
1235,648,54:37.0,61,1
1236,2518,54:37.0,61,3
1237,150,54:37.0,61,4
1238,62,54:37.0,61,5
1239,1006,54:37.0,61,3
1240,4745,54:37.0,62,2
1241,2580,54:37.0,62,1
1242,3008,54:37.0,62,3
1243,1087,54:37.0,62,2
1244,2138,54:37.0,62,2
1245,3830,54:37.0,62,2
1246,3249,54:37.0,62,2
1247,5445,54:37.0,62,3
1248,5675,54:37.0,62,2
1249,1241,54:37.0,62,4
1250,3981,54:37.0,62,3
1251,1708,54:37.0,62,2
1252,546,54:37.0,62,4
1253,3355,54:37.0,62,5
1254,962,54:37.0,62,3
1255,3558,54:37.0,62,3
1256,5643,54:37.0,62,1
1257,2396,54:37.0,62,2
1258,1237,54:37.0,62,2
1259,1724,54:37.0,62,1
1260,2736,54:37.0,63,4
1261,329,54:37.0,63,4
1262,1958,54:37.0,63,3
1263,4199,54:37.0,63,4
1264,1928,54:37.0,63,3
1265,3457,54:37.0,63,3
1266,1904,54:37.0,63,1
1267,1636,54:37.0,63,1
1268,1661,54:37.0,63,1
1269,5310,54:37.0,63,4
1270,2207,54:37.0,63,2
1271,3237,54:37.0,63,5
1272,545,54:37.0,63,3
1273,1928,54:37.0,63,4
1274,5551,54:37.0,63,4
1275,1074,54:37.0,63,3
1276,5028,54:37.0,63,3
1277,1444,54:37.0,63,4
1278,321,54:37.0,63,4
1279,5011,54:37.0,63,3
1280,659,54:37.0,64,2
1281,4141,54:37.0,64,5
1282,3461,54:37.0,64,2
1283,4308,54:37.0,64,3
1284,483,54:37.0,64,3
1285,5569,54:37.0,64,4
1286,1058,54:37.0,64,5
1287,5150,54:37.0,64,2
1288,1526,54:37.0,64,5
1289,5638,54:37.0,64,1
1290,4945,54:37.0,64,4
1291,56,54:37.0,64,1
1292,1323,54:37.0,64,5
1293,3204,54:37.0,64,1
1294,4594,54:37.0,64,3
1295,787,54:37.0,64,1
1296,5530,54:37.0,64,1
1297,4719,54:37.0,64,1
1298,1709,54:37.0,64,4
1299,1735,54:37.0,64,5
1300,2826,54:37.0,65,2
1301,5822,54:37.0,65,1
1302,2657,54:37.0,65,1
1303,5595,54:37.0,65,4
1304,3694,54:37.0,65,5
1305,3015,54:37.0,65,3
1306,4331,54:37.0,65,2
1307,3687,54:37.0,65,4
1308,476,54:37.0,65,4
1309,414,54:37.0,65,3
1310,3557,54:37.0,65,1
1311,3907,54:37.0,65,3
1312,1290,54:37.0,65,1
1313,2255,54:37.0,65,4
1314,1997,54:37.0,65,4
1315,4560,54:37.0,65,5
1316,1846,54:37.0,65,5
1317,3107,54:37.0,65,3
1318,4255,54:37.1,65,5
1319,3922,54:37.1,65,5
1320,459,54:37.1,66,1
1321,1338,54:37.1,66,5
1322,4218,54:37.1,66,1
1323,1379,54:37.1,66,3
1324,5605,54:37.1,66,2
1325,5117,54:37.1,66,4
1326,2447,54:37.1,66,3
1327,1505,54:37.1,66,2
1328,3688,54:37.1,66,4
1329,3560,54:37.1,66,5
1330,4643,54:37.1,66,1
1331,2327,54:37.1,66,2
1332,2922,54:37.1,66,3
1333,2022,54:37.1,66,4
1334,1476,54:37.1,66,1
1335,1716,54:37.1,66,3
1336,3197,54:37.1,66,5
1337,3668,54:37.1,66,2
1338,5162,54:37.1,66,5
1339,796,54:37.1,66,4
1340,5289,54:37.1,67,4
1341,4155,54:37.1,67,5
1342,3998,54:37.1,67,5
1343,2451,54:37.1,67,1
1344,4724,54:37.1,67,5
1345,4941,54:37.1,67,1
1346,412,54:37.1,67,1
1347,4997,54:37.1,67,5
1348,1914,54:37.1,67,5
1349,590,54:37.1,67,2
1350,5353,54:37.1,67,3
1351,3810,54:37.1,67,3
1352,5227,54:37.1,67,3
1353,114,54:37.1,67,1
1354,4789,54:37.1,67,3
1355,4036,54:37.1,67,2
1356,4867,54:37.1,67,5
1357,735,54:37.1,67,3
1358,2021,54:37.1,67,1
1359,850,54:37.1,67,5
1360,2691,54:37.1,68,1
1361,1969,54:37.1,68,3
1362,503,54:37.1,68,2
1363,3365,54:37.1,68,4
1364,5723,54:37.1,68,1
1365,3870,54:37.1,68,5
1366,874,54:37.1,68,5
1367,3177,54:37.1,68,1
1368,1511,54:37.1,68,4
1369,2112,54:37.1,68,2
1370,108,54:37.1,68,2
1371,1367,54:37.1,68,1
1372,4366,54:37.1,68,2
1373,485,54:37.1,68,2
1374,2344,54:37.1,68,3
1375,4959,54:37.1,68,4
1376,1458,54:37.1,68,4
1377,970,54:37.1,68,1
1378,3244,54:37.1,68,1
1379,3525,54:37.1,68,2
1380,2181,54:37.1,69,1
1381,4152,54:37.1,69,3
1382,1664,54:37.1,69,5
1383,646,54:37.1,69,5
1384,3204,54:37.1,69,3
1385,5312,54:37.1,69,5
1386,1511,54:37.1,69,1
1387,2201,54:37.1,69,1
1388,423,54:37.1,69,4
1389,293,54:37.1,69,2
1390,5783,54:37.1,69,5
1391,3348,54:37.1,69,3
1392,5423,54:37.1,69,5
1393,5745,54:37.1,69,3
1394,1046,54:37.1,69,4
1395,4050,54:37.1,69,2
1396,1482,54:37.1,69,3
1397,568,54:37.1,69,2
1398,575,54:37.1,69,1
1399,1516,54:37.1,69,5
1400,5433,54:37.1,70,4
1401,2185,54:37.1,70,2
1402,3704,54:37.1,70,2
1403,5629,54:37.1,70,1
1404,2321,54:37.1,70,3
1405,2180,54:37.1,70,2
1406,3705,54:37.1,70,4
1407,2913,54:37.1,70,4
1408,1240,54:37.1,70,3
1409,4592,54:37.1,70,5
1410,1253,54:37.1,70,3
1411,1980,54:37.1,70,4
1412,2272,54:37.1,70,3
1413,3925,54:37.1,70,1
1414,3191,54:37.1,70,1
1415,5041,54:37.1,70,2
1416,244,54:37.1,70,4
1417,701,54:37.1,70,3
1418,980,54:37.1,70,1
1419,3174,54:37.1,70,2
1420,1333,54:37.1,71,1
1421,2296,54:37.1,71,4
1422,1644,54:37.1,71,3
1423,5487,54:37.1,71,4
1424,2404,54:37.1,71,5
1425,1292,54:37.1,71,5
1426,974,54:37.1,71,1
1427,5355,54:37.1,71,1
1428,4440,54:37.1,71,5
1429,3971,54:37.1,71,4
1430,2388,54:37.1,71,3
1431,3004,54:37.1,71,2
1432,3847,54:37.1,71,5
1433,1455,54:37.1,71,2
1434,3222,54:37.1,71,2
1435,4394,54:37.1,71,3
1436,5809,54:37.1,71,2
1437,4254,54:37.1,71,2
1438,1364,54:37.1,71,3
1439,5762,54:37.1,71,5
1440,2693,54:37.1,72,4
1441,3997,54:37.1,72,1
1442,3653,54:37.1,72,2
1443,383,54:37.1,72,5
1444,4697,54:37.1,72,2
1445,5771,54:37.1,72,4
1446,2495,54:37.1,72,4
1447,5147,54:37.1,72,4
1448,213,54:37.1,72,2
1449,215,54:37.1,72,4
1450,3674,54:37.1,72,2
1451,2032,54:37.1,72,1
1452,5119,54:37.1,72,1
1453,3159,54:37.1,72,4
1454,4740,54:37.1,72,2
1455,4242,54:37.1,72,5
1456,87,54:37.1,72,4
1457,2274,54:37.1,72,2
1458,2780,54:37.1,72,4
1459,3288,54:37.1,72,3
1460,2375,54:37.1,73,2
1461,3486,54:37.1,73,3
1462,941,54:37.1,73,4
1463,2864,54:37.1,73,2
1464,5784,54:37.1,73,1
1465,309,54:37.1,73,3
1466,4054,54:37.1,73,2
1467,857,54:37.1,73,4
1468,509,54:37.1,73,2
1469,1893,54:37.1,73,1
1470,2045,54:37.1,73,4
1471,1550,54:37.1,73,3
1472,5275,54:37.1,73,5
1473,3020,54:37.1,73,4
1474,1927,54:37.1,73,1
1475,5722,54:37.1,73,4
1476,2968,54:37.1,73,3
1477,4917,54:37.1,73,5
1478,2893,54:37.1,73,5
1479,2273,54:37.1,73,2
1480,1202,54:37.1,74,1
1481,2881,54:37.1,74,2
1482,4239,54:37.1,74,5
1483,4806,54:37.1,74,1
1484,753,54:37.1,74,4
1485,2512,54:37.1,74,1
1486,1707,54:37.1,74,5
1487,808,54:37.1,74,3
1488,1215,54:37.1,74,5
1489,3601,54:37.1,74,5
1490,191,54:37.1,74,3
1491,5105,54:37.1,74,5
1492,204,54:37.1,74,2
1493,1298,54:37.1,74,4
1494,59,54:37.1,74,3
1495,191,54:37.1,74,5
1496,2801,54:37.1,74,2
1497,2314,54:37.1,74,2
1498,2892,54:37.1,74,4
1499,3690,54:37.1,74,2
1500,4577,54:37.1,75,4
1501,1714,54:37.1,75,1
1502,3402,54:37.1,75,3
1503,5557,54:37.1,75,5
1504,341,54:37.1,75,1
1505,1543,54:37.1,75,1
1506,3774,54:37.1,75,3
1507,4834,54:37.1,75,3
1508,3196,54:37.1,75,5
1509,3967,54:37.1,75,2
1510,3310,54:37.1,75,4
1511,5161,54:37.1,75,5
1512,2926,54:37.1,75,5
1513,2886,54:37.1,75,4
1514,204,54:37.1,75,2
1515,368,54:37.1,75,1
1516,1803,54:37.1,75,2
1517,2448,54:37.1,75,5
1518,74,54:37.1,75,5
1519,3892,54:37.1,75,3
1520,2012,54:37.1,76,4
1521,1494,54:37.1,76,4
1522,5003,54:37.1,76,1
1523,2114,54:37.1,76,1
1524,5123,54:37.1,76,5
1525,5226,54:37.1,76,5
1526,5584,54:37.1,76,5
1527,1239,54:37.1,76,5
1528,3195,54:37.1,76,1
1529,3064,54:37.1,76,4
1530,5156,54:37.1,76,5
1531,2730,54:37.1,76,4
1532,4996,54:37.1,76,4
1533,293,54:37.1,76,5
1534,4921,54:37.1,76,2
1535,5168,54:37.1,76,1
1536,4966,54:37.1,76,5
1537,29,54:37.1,76,2
1538,3253,54:37.1,76,5
1539,5347,54:37.1,76,5
1540,617,54:37.1,77,1
1541,4014,54:37.1,77,3
1542,5682,54:37.1,77,1
1543,4955,54:37.1,77,1
1544,2784,54:37.1,77,5
1545,4517,54:37.1,77,3
1546,4254,54:37.1,77,1
1547,4305,54:37.1,77,5
1548,4363,54:37.1,77,3
1549,2196,54:37.1,77,2
1550,5483,54:37.1,77,5
1551,177,54:37.1,77,3
1552,5524,54:37.1,77,5
1553,3661,54:37.1,77,3
1554,2775,54:37.1,77,3
1555,4851,54:37.1,77,5
1556,1433,54:37.1,77,3
1557,3774,54:37.1,77,2
1558,4858,54:37.1,77,4
1559,5648,54:37.1,77,3
1560,1576,54:37.1,78,5
1561,4895,54:37.1,78,2
1562,4694,54:37.1,78,1
1563,528,54:37.1,78,1
1564,426,54:37.1,78,1
1565,848,54:37.1,78,1
1566,1918,54:37.1,78,5
1567,5332,54:37.1,78,1
1568,1859,54:37.1,78,1
1569,2822,54:37.1,78,1
1570,2211,54:37.1,78,4
1571,1636,54:37.1,78,5
1572,2396,54:37.1,78,4
1573,4525,54:37.1,78,5
1574,4336,54:37.1,78,3
1575,3670,54:37.1,78,2
1576,562,54:37.1,78,5
1577,761,54:37.1,78,5
1578,1484,54:37.1,78,3
1579,4297,54:37.1,78,3
1580,1816,54:37.1,79,2
1581,2761,54:37.1,79,5
1582,5729,54:37.1,79,3
1583,5466,54:37.1,79,5
1584,4853,54:37.1,79,4
1585,3600,54:37.1,79,4
1586,1878,54:37.1,79,5
1587,4877,54:37.1,79,3
1588,2577,54:37.1,79,2
1589,5818,54:37.1,79,5
1590,2457,54:37.1,79,2
1591,3287,54:37.1,79,5
1592,5398,54:37.1,79,3
1593,5281,54:37.1,79,2
1594,5824,54:37.2,79,3
1595,2295,54:37.2,79,5
1596,5599,54:37.2,79,5
1597,357,54:37.2,79,2
1598,2310,54:37.2,79,2
1599,3328,54:37.2,79,1
1600,5559,54:37.2,80,1
1601,3022,54:37.2,80,3
1602,5176,54:37.2,80,4
1603,2940,54:37.2,80,4
1604,2842,54:37.2,80,4
1605,3219,54:37.2,80,5
1606,2772,54:37.2,80,1
1607,2590,54:37.2,80,5
1608,1609,54:37.2,80,2
1609,1021,54:37.2,80,5
1610,2358,54:37.2,80,3
1611,1884,54:37.2,80,2
1612,2521,54:37.2,80,3
1613,3684,54:37.2,80,2
1614,4669,54:37.2,80,4
1615,1732,54:37.2,80,4
1616,5375,54:37.2,80,4
1617,1005,54:37.2,80,5
1618,4694,54:37.2,80,2
1619,2000,54:37.2,80,4
1620,5640,54:37.2,81,1
1621,4100,54:37.2,81,2
1622,939,54:37.2,81,1
1623,4951,54:37.2,81,4
1624,358,54:37.2,81,4
1625,2434,54:37.2,81,5
1626,3710,54:37.2,81,5
1627,2910,54:37.2,81,4
1628,2678,54:37.2,81,1
1629,471,54:37.2,81,2
1630,5092,54:37.2,81,4
1631,925,54:37.2,81,2
1632,293,54:37.2,81,1
1633,4678,54:37.2,81,1
1634,5490,54:37.2,81,1
1635,4039,54:37.2,81,4
1636,1746,54:37.2,81,4
1637,2485,54:37.2,81,2
1638,2238,54:37.2,81,2
1639,2052,54:37.2,81,2
1640,3625,54:37.2,82,1
1641,3859,54:37.2,82,4
1642,1635,54:37.2,82,1
1643,2979,54:37.2,82,3
1644,4788,54:37.2,82,4
1645,4098,54:37.2,82,4
1646,2413,54:37.2,82,5
1647,4291,54:37.2,82,1
1648,3602,54:37.2,82,4
1649,2768,54:37.2,82,1
1650,3274,54:37.2,82,1
1651,5435,54:37.2,82,1
1652,908,54:37.2,82,3
1653,1582,54:37.2,82,3
1654,3832,54:37.2,82,1
1655,3136,54:37.2,82,4
1656,1537,54:37.2,82,2
1657,571,54:37.2,82,4
1658,3909,54:37.2,82,1
1659,3427,54:37.2,82,4
1660,3649,54:37.2,83,2
1661,170,54:37.2,83,5
1662,4248,54:37.2,83,4
1663,170,54:37.2,83,3
1664,5617,54:37.2,83,5
1665,3344,54:37.2,83,1
1666,5030,54:37.2,83,1
1667,5136,54:37.2,83,4
1668,2111,54:37.2,83,1
1669,4365,54:37.2,83,3
1670,1568,54:37.2,83,5
1671,5224,54:37.2,83,1
1672,4394,54:37.2,83,4
1673,1311,54:37.2,83,2
1674,4210,54:37.2,83,4
1675,701,54:37.2,83,5
1676,4636,54:37.2,83,3
1677,2333,54:37.2,83,4
1678,3800,54:37.2,83,2
1679,4910,54:37.2,83,4
1680,1874,54:37.2,84,3
1681,391,54:37.2,84,5
1682,5731,54:37.2,84,1
1683,4484,54:37.2,84,1
1684,5100,54:37.2,84,5
1685,2563,54:37.2,84,2
1686,4973,54:37.2,84,3
1687,4124,54:37.2,84,2
1688,3642,54:37.2,84,1
1689,3076,54:37.2,84,3
1690,465,54:37.2,84,4
1691,3863,54:37.2,84,3
1692,4186,54:37.2,84,4
1693,5462,54:37.2,84,2
1694,2862,54:37.2,84,3
1695,5355,54:37.2,84,4
1696,5470,54:37.2,84,5
1697,2782,54:37.2,84,5
1698,4244,54:37.2,84,5
1699,5243,54:37.2,84,2
1700,5011,54:37.2,85,5
1701,3397,54:37.2,85,2
1702,4739,54:37.2,85,5
1703,2364,54:37.2,85,4
1704,5328,54:37.2,85,4
1705,3908,54:37.2,85,1
1706,1367,54:37.2,85,4
1707,4688,54:37.2,85,3
1708,3452,54:37.2,85,3
1709,3907,54:37.2,85,4
1710,4561,54:37.2,85,1
1711,128,54:37.2,85,3
1712,4962,54:37.2,85,4
1713,3997,54:37.2,85,4
1714,5499,54:37.2,85,3
1715,2153,54:37.2,85,5
1716,5458,54:37.2,85,2
1717,2371,54:37.2,85,2
1718,2265,54:37.2,85,4
1719,5154,54:37.2,85,2
1720,5530,54:37.2,86,3
1721,7,54:37.2,86,4
1722,2447,54:37.2,86,1
1723,4561,54:37.2,86,5
1724,4151,54:37.2,86,4
1725,5624,54:37.2,86,3
1726,3852,54:37.2,86,3
1727,2554,54:37.2,86,5
1728,2356,54:37.2,86,2
1729,2975,54:37.2,86,5
1730,3992,54:37.2,86,4
1731,986,54:37.2,86,3
1732,1516,54:37.2,86,2
1733,1085,54:37.2,86,2
1734,1637,54:37.2,86,3
1735,1301,54:37.2,86,2
1736,2840,54:37.2,86,1
1737,3548,54:37.2,86,1
1738,2927,54:37.2,86,1
1739,2654,54:37.2,86,5
1740,3812,54:37.2,87,4
1741,5683,54:37.2,87,4
1742,1836,54:37.2,87,3
1743,4097,54:37.2,87,2
1744,4198,54:37.2,87,3
1745,898,54:37.2,87,3
1746,5009,54:37.2,87,5
1747,5327,54:37.2,87,4
1748,2954,54:37.2,87,3
1749,5679,54:37.2,87,4
1750,5176,54:37.2,87,5
1751,786,54:37.2,87,2
1752,614,54:37.2,87,3
1753,340,54:37.2,87,4
1754,706,54:37.2,87,5
1755,2943,54:37.2,87,3
1756,943,54:37.2,87,5
1757,5170,54:37.2,87,5
1758,3203,54:37.2,87,5
1759,4617,54:37.2,87,3
1760,370,54:37.2,88,1
1761,4421,54:37.2,88,5
1762,1706,54:37.2,88,4
1763,2319,54:37.2,88,4
1764,4271,54:37.2,88,5
1765,4082,54:37.2,88,3
1766,5590,54:37.2,88,5
1767,3094,54:37.2,88,2
1768,4168,54:37.2,88,1
1769,5075,54:37.2,88,2
1770,4002,54:37.2,88,2
1771,666,54:37.2,88,5
1772,1169,54:37.2,88,5
1773,2876,54:37.2,88,2
1774,1409,54:37.2,88,4
1775,2741,54:37.2,88,1
1776,4640,54:37.2,88,3
1777,1208,54:37.2,88,3
1778,4744,54:37.2,88,4
1779,4176,54:37.2,88,2
1780,3519,54:37.2,89,3
1781,5383,54:37.2,89,2
1782,1177,54:37.2,89,3
1783,4312,54:37.2,89,2
1784,3293,54:37.2,89,2
1785,3682,54:37.2,89,1
1786,4813,54:37.2,89,4
1787,565,54:37.2,89,1
1788,4435,54:37.2,89,1
1789,846,54:37.2,89,3
1790,5366,54:37.2,89,1
1791,3391,54:37.2,89,3
1792,3193,54:37.2,89,3
1793,3064,54:37.2,89,4
1794,4673,54:37.2,89,3
1795,2936,54:37.2,89,5
1796,1299,54:37.2,89,5
1797,3848,54:37.2,89,2
1798,2668,54:37.2,89,1
1799,2203,54:37.2,89,4
1800,1092,54:37.2,90,2
1801,457,54:37.2,90,2
1802,178,54:37.2,90,2
1803,2744,54:37.2,90,2
1804,3859,54:37.2,90,2
1805,5206,54:37.2,90,5
1806,5487,54:37.2,90,1
1807,957,54:37.2,90,5
1808,1714,54:37.2,90,2
1809,974,54:37.2,90,5
1810,1541,54:37.2,90,4
1811,2051,54:37.2,90,1
1812,5795,54:37.2,90,5
1813,2431,54:37.2,90,1
1814,515,54:37.2,90,4
1815,2943,54:37.2,90,4
1816,2648,54:37.2,90,2
1817,3122,54:37.2,90,1
1818,4859,54:37.2,90,5
1819,5264,54:37.2,90,2
1820,5249,54:37.2,91,5
1821,173,54:37.2,91,4
1822,554,54:37.2,91,2
1823,5472,54:37.2,91,3
1824,1988,54:37.2,91,3
1825,676,54:37.2,91,2
1826,287,54:37.2,91,5
1827,4163,54:37.2,91,3
1828,5695,54:37.2,91,5
